pathway,pathway_label,database,NES_Acute_HR,NES_Acute_LR,padj_Acute_HR,padj_Acute_LR,significance,set_size
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Positive Regulation Of T Cell Mediated Imm...,GO:BP,-1.136,-0.964,0.5707,0.8001,NS,12
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,Cellular Response To Alcohol,GO:BP,-1.088,-1.011,0.6299,0.757,NS,15
GOBP_EMBRYONIC_ORGAN_DEVELOPMENT,Embryonic Organ Development,GO:BP,1.223,-0.876,0.4703,0.8758,NS,20
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION,External Encapsulating Structure Organization,GO:BP,0.968,1.131,0.7441,0.667,NS,32
GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,Regulation Of Amide Metabolic Process,GO:BP,0.755,1.344,0.9283,0.4689,NS,18
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY,Regulation Of Membrane Permeability,GO:BP,-1.427,0.672,0.2813,0.9661,NS,17
GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY,Regulation Of Synapse Structure Or Activity,GO:BP,1.228,0.871,0.445,0.8781,NS,28
GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS,Monosaccharide Catabolic Process,GO:BP,-1.345,-0.752,0.3426,0.9516,NS,22
GOBP_POSITIVE_REGULATION_OF_COLD_INDUCED_THERMOGENESIS,Positive Regulation Of Cold Induced Thermo...,GO:BP,-1.341,-0.755,0.3635,0.9334,NS,15
GOBP_MONOATOMIC_ANION_TRANSPORT,Monoatomic Anion Transport,GO:BP,0.901,1.194,0.8102,0.6191,NS,16
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Apoptotic Signaling...,GO:BP,0.96,1.135,0.7623,0.6468,NS,48
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,Positive Regulation Of Actin Filament Bund...,GO:BP,0.852,1.242,0.8677,0.5706,NS,16
GOBP_CELLULAR_RESPONSE_TO_ABIOTIC_STIMULUS,Cellular Response To Abiotic Stimulus,GO:BP,-0.933,1.159,0.8036,0.6127,NS,52
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS,Negative Regulation Of Cell Cycle Process,GO:BP,1.097,-0.995,0.6086,0.7732,NS,17
GOBP_POSITIVE_REGULATION_OF_POST_TRANSLATIONAL_PROTEIN_MODIFICATION,Positive Regulation Of Post Translational ...,GO:BP,1.459,0.633,0.2171,0.98740000000000006,NS,29
GOBP_CARDIAC_CELL_DEVELOPMENT,Cardiac Cell Development,GO:BP,1.394,0.698,0.3109,0.9588,NS,21
GOBP_CARDIOCYTE_DIFFERENTIATION,Cardiocyte Differentiation,GO:BP,1.435,0.656,0.2506,0.978,NS,27
GOBP_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_CONTRACTION,Cardiac Muscle Cell Action Potential Invol...,GO:BP,-1.063,-1.024,0.6598,0.757,NS,11
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,Inorganic Anion Transmembrane Transport,GO:BP,-1.047,1.04,0.6719,0.7526,NS,10
GOBP_REGULATION_OF_ACTION_POTENTIAL,Regulation Of Action Potential,GO:BP,1.166,-0.921,0.5503,0.8355,NS,12
GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION,Positive Regulation Of Phosphatidylinosito...,GO:BP,0.968,1.118,0.7439,0.6945,NS,18
GOBP_SPINDLE_ASSEMBLY,Spindle Assembly,GO:BP,1.357,-0.729,0.3382,0.9586,NS,23
GOBP_GASTRULATION,Gastrulation,GO:BP,1.284,0.801,0.4189,0.9041,NS,17
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION,Cortical Actin Cytoskeleton Organization,GO:BP,0.748,1.335,0.9256,0.48,NS,13
GOBP_RESPONSE_TO_FATTY_ACID,Response To Fatty Acid,GO:BP,0.648,1.435,0.9792,0.381,NS,13
GOBP_ALCOHOL_METABOLIC_PROCESS,Alcohol Metabolic Process,GO:BP,-1.015,1.066,0.6831,0.7168,NS,69
GOBP_MEMBRANE_LIPID_METABOLIC_PROCESS,Membrane Lipid Metabolic Process,GO:BP,-0.76,-1.32,0.9174,0.4979,NS,12
GOBP_INSULIN_RECEPTOR_SIGNALING_PATHWAY,Insulin Receptor Signaling Pathway,GO:BP,1.197,-0.882,0.4839,0.8735,NS,26
GOBP_REGULATION_OF_MACROAUTOPHAGY,Regulation Of Macroautophagy,GO:BP,-0.675,-1.403,0.9888,0.2794,NS,49
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_BIPOLAR_CELL_POLARITY,Establishment Or Maintenance Of Bipolar Ce...,GO:BP,1.23,0.847,0.4818,0.8802,NS,11
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,Regulation Of Actin Filament Based Movement,GO:BP,-0.822,-1.255,0.8874,0.5599,NS,12
GOBP_NEGATIVE_REGULATION_OF_ENDOCYTOSIS,Negative Regulation Of Endocytosis,GO:BP,1.361,-0.715,0.3564,0.956,NS,15
GOBP_GLYCOSYLATION,Glycosylation,GO:BP,-0.739,1.336,0.9377,0.4861,NS,15
GOBP_CARBOHYDRATE_TRANSPORT,Carbohydrate Transport,GO:BP,0.728,1.346,0.9491,0.4689,NS,18
GOBP_HEART_PROCESS,Heart Process,GO:BP,1.279,0.793,0.3346,0.9422,NS,65
GOBP_GOLGI_ORGANIZATION,Golgi Organization,GO:BP,1.376,0.695,0.3107,0.9661,NS,27
GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,T Cell Activation Involved In Immune Response,GO:BP,1.053,1.018,0.6657,0.7651,NS,10
GOBP_GLYCOSYL_COMPOUND_METABOLIC_PROCESS,Glycosyl Compound Metabolic Process,GO:BP,0.999,1.071,0.7169,0.7329,NS,18
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,Cellular Response To Type Ii Interferon,GO:BP,1.313,0.755,0.3887,0.9295,NS,20
GOBP_REGULATION_OF_MONOATOMIC_ION_TRANSPORT,Regulation Of Monoatomic Ion Transport,GO:BP,1.145,0.921,0.4849,0.8665,NS,86
GOBP_ORGANELLE_DISASSEMBLY,Organelle Disassembly,GO:BP,0.835,-1.23,0.8825,0.5706,NS,16
GOBP_T_CELL_MEDIATED_IMMUNITY,T Cell Mediated Immunity,GO:BP,-0.982,1.083,0.7329,0.721,NS,17
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,Positive Regulation Of T Cell Proliferation,GO:BP,-0.903,1.161,0.8119,0.6674,NS,12
GOBP_CALCIUM_MEDIATED_SIGNALING,Calcium Mediated Signaling,GO:BP,1.05,-1.013,0.6602,0.7558,NS,38
GOBP_CHLORIDE_TRANSPORT,Chloride Transport,GO:BP,0.73,1.333,0.9283,0.4979,NS,10
GOBP_RESPONSE_TO_ESTRADIOL,Response To Estradiol,GO:BP,-0.792,1.27,0.9076,0.5385,NS,17
GOBP_RESPONSE_TO_MONOAMINE,Response To Monoamine,GO:BP,0.993,-1.069,0.7262,0.7346,NS,11
GOBP_ACIDIC_AMINO_ACID_TRANSPORT,Acidic Amino Acid Transport,GO:BP,-1.121,-0.939,0.5981,0.8219,NS,10
GOBP_MEMBRANE_FUSION,Membrane Fusion,GO:BP,1.151,0.909,0.5328,0.8615,NS,34
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS,Regulation Of Protein Import Into Nucleus,GO:BP,-0.816,1.244,0.8934,0.5706,NS,15
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,Regulation Of Postsynapse Organization,GO:BP,1.076,-0.983,0.6388,0.7784,NS,15
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Positive Regulation Of Reactive Oxygen Spe...,GO:BP,1.122,0.935,0.5812,0.8318,NS,17
GOBP_B_CELL_ACTIVATION,B Cell Activation,GO:BP,-1.317,-0.74,0.3987,0.9334,NS,11
GOBP_INTRACELLULAR_LIPID_TRANSPORT,Intracellular Lipid Transport,GO:BP,-1.323,0.734,0.3901,0.9327,NS,11
GOBP_NEGATIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA,Negative Regulation Of Release Of Cytochro...,GO:BP,-0.996,1.058,0.7174,0.7463,NS,11
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS,Cellular Response To Peptide Hormone Stimulus,GO:BP,1.085,-0.969,0.5947,0.8044,NS,61
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY,Positive Regulation Of Gtpase Activity,GO:BP,-1.153,-0.899,0.5594,0.8524,NS,10
GOBP_AMINE_METABOLIC_PROCESS,Amine Metabolic Process,GO:BP,-0.862,1.187,0.8691,0.6394,NS,16
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT,Organic Acid Transmembrane Transport,GO:BP,-1.394,0.654,0.2849,0.978,NS,23
GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION,Cardiac Muscle Cell Differentiation,GO:BP,1.348,0.699,0.3346,0.9613,NS,25
GOBP_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY,Cytoplasmic Pattern Recognition Receptor S...,GO:BP,0.933,1.111,0.7823,0.6945,NS,31
GOBP_LOCOMOTORY_BEHAVIOR,Locomotory Behavior,GO:BP,0.609,1.435,0.9888,0.3675,NS,20
GOBP_CELLULAR_RESPONSE_TO_KETONE,Cellular Response To Ketone,GO:BP,1.009,-1.035,0.701,0.7484,NS,19
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,Cytoplasmic Translational Initiation,GO:BP,1.387,0.656,0.2977,0.978,NS,24
GOBP_CELLULAR_RESPONSE_TO_STARVATION,Cellular Response To Starvation,GO:BP,1.159,0.883,0.5223,0.8732,NS,33
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,Negative Regulation Of Defense Response,GO:BP,0.577,1.465,0.9928,0.3146,NS,28
GOBP_CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,Cellular Response To Nutrient Levels,GO:BP,1.101,0.939,0.5884,0.8339,NS,40
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS,Regulation Of Lipid Metabolic Process,GO:BP,0.777,1.263,0.9593,0.4861,NS,52
GOBP_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,Regulation Of G Protein Coupled Receptor S...,GO:BP,0.803,1.236,0.896,0.5718,NS,16
GOBP_AMP_METABOLIC_PROCESS,Amp Metabolic Process,GO:BP,-1.015,1.024,0.701,0.757,NS,16
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,Regulation Of Adaptive Immune Response,GO:BP,-1.098,0.937,0.6051,0.827,NS,21
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION,Regulation Of Translational Initiation,GO:BP,1.188,-0.846,0.4962,0.8953,NS,27
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,Positive Regulation Of Leukocyte Prolifera...,GO:BP,0.904,1.128,0.8089,0.6891,NS,15
GOBP_POTASSIUM_ION_TRANSPORT,Potassium Ion Transport,GO:BP,1.325,-0.707,0.3559,0.9661,NS,26
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,Regulation Of Alcohol Biosynthetic Process,GO:BP,0.795,1.236,0.8959,0.5928,NS,11
GOBP_MONOCARBOXYLIC_ACID_TRANSPORT,Monocarboxylic Acid Transport,GO:BP,-1.188,0.843,0.4871,0.8905,NS,26
HALLMARK_HYPOXIA,Hypoxia,Hallmark,0.966,1.065,0.7549,0.7186,NS,50
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION,Negative Regulation Of Cell Cell Adhesion,GO:BP,1.141,0.889,0.5594,0.8661,NS,18
GOBP_PHAGOCYTOSIS,Phagocytosis,GO:BP,1.103,0.927,0.5934,0.8377,NS,29
GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,Cardiac Muscle Tissue Development,GO:BP,1.192,0.838,0.4688,0.8959,NS,41
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY,Natural Killer Cell Mediated Immunity,GO:BP,1.268,0.761,0.4418,0.9207,NS,13
GOBP_AUTOPHAGOSOME_MATURATION,Autophagosome Maturation,GO:BP,1.159,0.863,0.5541,0.8735,NS,16
GOBP_CELLULAR_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES,Cellular Response To Reactive Oxygen Species,GO:BP,0.87,1.152,0.8695,0.6468,NS,33
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE,Regulation Of Protein Localization To Plas...,GO:BP,0.898,-1.123,0.8279,0.6652,NS,27
GOBP_MACROMOLECULE_DEACYLATION,Macromolecule Deacylation,GO:BP,0.616,-1.404,0.9804,0.4062,NS,12
GOBP_PROTEIN_DEACYLATION,Protein Deacylation,GO:BP,0.616,-1.404,0.9804,0.4062,NS,12
GOBP_REGULATION_OF_NEUROGENESIS,Regulation Of Neurogenesis,GO:BP,1.014,-1.006,0.6932,0.7578,NS,39
GOBP_NEURON_CELLULAR_HOMEOSTASIS,Neuron Cellular Homeostasis,GO:BP,1.133,0.886,0.5908,0.8637,NS,10
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN,Antigen Processing And Presentation Of Pep...,GO:BP,1.009,1.009,0.7115,0.7651,NS,14
GOBP_MEMBRANE_BIOGENESIS,Membrane Biogenesis,GO:BP,-0.792,1.225,0.9138,0.5861,NS,21
GOBP_POSITIVE_REGULATION_OF_EXOCYTOSIS,Positive Regulation Of Exocytosis,GO:BP,0.801,1.216,0.896,0.6103,NS,15
GOBP_VASCULAR_PROCESS_IN_CIRCULATORY_SYSTEM,Vascular Process In Circulatory System,GO:BP,-0.406,1.611,1,0.174,NS,29
GOBP_PLASMA_MEMBRANE_ORGANIZATION,Plasma Membrane Organization,GO:BP,1.113,0.903,0.566,0.8663,NS,41
GOBP_MACROAUTOPHAGY,Macroautophagy,GO:BP,0.734,-1.28,0.9816,0.3568,NS,86
HALLMARK_P53_PATHWAY,p53 Pathway,Hallmark,-0.941,1.072,0.7723,0.7196,NS,25
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL,Protein Modification By Small Protein Removal,GO:BP,-0.801,-1.211,0.9076,0.5706,NS,23
GOBP_MAINTENANCE_OF_LOCATION,Maintenance Of Location,GO:BP,1.104,0.906,0.562,0.8665,NS,52
GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT,Regulation Of Vasculature Development,GO:BP,-0.989,1.021,0.7274,0.757,NS,36
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION,Cell Communication Involved In Cardiac Con...,GO:BP,1.05,-0.958,0.6656,0.8044,NS,15
GOBP_RESPONSE_TO_BMP,Response To Bmp,GO:BP,0.625,-1.383,0.9804,0.449,NS,11
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION,Positive Regulation Of Cell Cycle Phase Tr...,GO:BP,1.37,-0.636,0.3601,0.9775,NS,11
GOBP_RESPONSE_TO_INTERLEUKIN_7,Response To Interleukin 7,GO:BP,1.049,-0.957,0.671,0.8084,NS,10
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY,Regulation Of T Cell Mediated Immunity,GO:BP,-1.052,-0.953,0.6656,0.8076,NS,16
GOBP_STEROL_HOMEOSTASIS,Sterol Homeostasis,GO:BP,0.914,1.09,0.7944,0.7196,NS,13
GOBP_GLYCEROPHOSPHOLIPID_BIOSYNTHETIC_PROCESS,Glycerophospholipid Biosynthetic Process,GO:BP,-0.664,-1.339,0.9787,0.4645,NS,16
HALLMARK_CHOLESTEROL_HOMEOSTASIS,Cholesterol Homeostasis,Hallmark,-0.916,1.086,0.8036,0.7168,NS,16
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS,Extrinsic Apoptotic Signaling Pathway Via ...,GO:BP,1.256,0.743,0.4609,0.9295,NS,10
GOBP_VESICLE_ORGANIZATION,Vesicle Organization,GO:BP,1.096,-0.902,0.5726,0.8846,NS,65
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING,Positive Regulation Of Cell Killing,GO:BP,0.737,1.261,0.9244,0.5723,NS,10
GOBP_POSITIVE_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS,Positive Regulation Of Small Molecule Meta...,GO:BP,1.005,0.992,0.7125,0.7782,NS,36
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS,Pyridine Containing Compound Catabolic Pro...,GO:BP,-1.257,0.74,0.3915,0.9586,NS,40
HALLMARK_INTERFERON_ALPHA_RESPONSE,Interferon Alpha Response,Hallmark,-1.194,-0.803,0.5137,0.8983,NS,11
GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,Negative Regulation Of Nervous System Deve...,GO:BP,-0.634,-1.361,0.9804,0.4686,NS,11
GOBP_DE_NOVO_PROTEIN_FOLDING,De Novo Protein Folding,GO:BP,1.272,0.718,0.4311,0.9498,NS,16
GOBP_PIGMENTATION,Pigmentation,GO:BP,1.295,0.693,0.4189,0.9576,NS,13
GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT,Regulation Of Transmembrane Transport,GO:BP,1.143,0.845,0.4818,0.9151,NS,85
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS,Regulation Of Plasma Lipoprotein Particle ...,GO:BP,0.978,1.008,0.7394,0.7665,NS,12
GOBP_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE,Regulation Of Protein Localization To Memb...,GO:BP,0.875,-1.111,0.8809,0.6484,NS,44
GOBP_MUSCLE_ADAPTATION,Muscle Adaptation,GO:BP,1.04,0.944,0.6657,0.827,NS,30
GOBP_REGULATION_OF_TUBE_SIZE,Regulation Of Tube Size,GO:BP,-0.545,1.435,0.9936,0.3675,NS,17
GOBP_VITAMIN_METABOLIC_PROCESS,Vitamin Metabolic Process,GO:BP,0.728,1.252,0.9558,0.5599,NS,21
GOBP_PROTEIN_HOMOTETRAMERIZATION,Protein Homotetramerization,GO:BP,-1.441,0.537,0.2665,0.9916,NS,17
GOBP_PHOSPHOLIPID_TRANSPORT,Phospholipid Transport,GO:BP,0.645,1.333,0.9767,0.4979,NS,10
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,Positive Regulation Of Cell Division,GO:BP,0.565,1.413,0.9914,0.4086,NS,10
GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE,Protein Localization To Cell Surface,GO:BP,0.959,-1.018,0.7504,0.7578,NS,10
GOBP_RESPONSE_TO_IONIZING_RADIATION,Response To Ionizing Radiation,GO:BP,0.665,1.31,0.9789,0.4979,NS,16
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,Myeloid Leukocyte Mediated Immunity,GO:BP,1.208,0.766,0.5087,0.9154,NS,10
GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,Negative Regulation Of Intrinsic Apoptotic...,GO:BP,1.033,0.94,0.6793,0.8274,NS,26
GOBP_GLYCEROLIPID_BIOSYNTHETIC_PROCESS,Glycerolipid Biosynthetic Process,GO:BP,-0.652,-1.32,0.9804,0.472,NS,19
GOBP_NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,Negative Regulation Of Hydrolase Activity,GO:BP,-0.727,-1.244,0.9438,0.5706,NS,11
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY,Nuclear Membrane Reassembly,GO:BP,-0.919,1.052,0.791,0.7477,NS,11
GOBP_REGULATION_OF_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,Regulation Of Sodium Ion Transmembrane Tra...,GO:BP,1.23,-0.741,0.4818,0.9334,NS,11
GOBP_RESPONSE_TO_PURINE_CONTAINING_COMPOUND,Response To Purine Containing Compound,GO:BP,-1.249,0.721,0.4242,0.9548,NS,23
GOBP_ADULT_BEHAVIOR,Adult Behavior,GO:BP,-0.556,1.414,0.9918,0.4086,NS,10
GOBP_ADULT_LOCOMOTORY_BEHAVIOR,Adult Locomotory Behavior,GO:BP,-0.556,1.414,0.9918,0.4086,NS,10
GOBP_SKIN_DEVELOPMENT,Skin Development,GO:BP,0.857,-1.113,0.8695,0.6869,NS,20
GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS,Positive Regulation Of Lipid Metabolic Pro...,GO:BP,1.078,-0.891,0.6275,0.8665,NS,21
GOBP_REGULATION_OF_PH,Regulation Of Ph,GO:BP,0.872,-1.096,0.8433,0.7019,NS,14
GOBP_GLYCEROLIPID_METABOLIC_PROCESS,Glycerolipid Metabolic Process,GO:BP,-1.087,0.88,0.6018,0.8735,NS,37
GOBP_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION,Negative Regulation Of Endothelial Cell Mi...,GO:BP,0.75,1.217,0.9154,0.6191,NS,10
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,Response To Oxidative Stress,GO:BP,0.711,1.256,0.9918,0.4347,NS,92
GOBP_COGNITION,Cognition,GO:BP,-1.029,-0.936,0.6793,0.8347,NS,28
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS,Positive Regulation Of Carbohydrate Metabo...,GO:BP,0.963,-1.002,0.7482,0.7651,NS,17
GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,Formation Of Cytoplasmic Translation Initi...,GO:BP,1.364,0.597,0.3572,0.9841,NS,13
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION,Protein Localization To Extracellular Region,GO:BP,1.164,0.797,0.4818,0.9327,NS,54
GOBP_NUTRIENT_STORAGE,Nutrient Storage,GO:BP,-0.799,1.161,0.896,0.6647,NS,13
GOBP_RETROGRADE_TRANSPORT_ENDOSOME_TO_GOLGI,Retrograde Transport Endosome To Golgi,GO:BP,-0.713,-1.247,0.9656,0.5278,NS,21
GOBP_MYOTUBE_DIFFERENTIATION,Myotube Differentiation,GO:BP,-1.004,-0.954,0.7165,0.818,NS,29
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT,Protein Transmembrane Transport,GO:BP,0.946,-1.012,0.7623,0.7647,NS,19
GOBP_STRIATED_MUSCLE_ADAPTATION,Striated Muscle Adaptation,GO:BP,1.031,0.926,0.6793,0.8358,NS,18
GOBP_LIPID_HOMEOSTASIS,Lipid Homeostasis,GO:BP,0.695,-1.261,0.9783,0.4974,NS,27
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,Negative Regulation Of Transmembrane Recep...,GO:BP,1.029,-0.925,0.6793,0.8377,NS,17
GOBP_RECEPTOR_CLUSTERING,Receptor Clustering,GO:BP,-1.08,0.873,0.6453,0.8694,NS,10
GOBP_PROTEIN_AUTOPHOSPHORYLATION,Protein Autophosphorylation,GO:BP,-0.942,1.011,0.7676,0.7651,NS,12
GOBP_PROTEIN_TARGETING_TO_MEMBRANE,Protein Targeting To Membrane,GO:BP,-1.22,0.733,0.4796,0.9368,NS,15
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION,Nuclear Chromosome Segregation,GO:BP,1.219,0.73,0.4431,0.9586,NS,36
GOBP_COLLAGEN_METABOLIC_PROCESS,Collagen Metabolic Process,GO:BP,0.94,1.009,0.769,0.7665,NS,13
GOBP_AXON_EXTENSION,Axon Extension,GO:BP,0.828,1.118,0.8832,0.6988,NS,16
GOBP_ALCOHOL_BIOSYNTHETIC_PROCESS,Alcohol Biosynthetic Process,GO:BP,-1.045,0.901,0.6656,0.8635,NS,30
GOBP_MUSCLE_CELL_DEVELOPMENT,Muscle Cell Development,GO:BP,1.301,0.645,0.2977,0.9946,NS,72
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE,Negative Regulation Of Cell Cycle,GO:BP,0.839,-1.107,0.8832,0.6812,NS,22
GOBP_NEURON_APOPTOTIC_PROCESS,Neuron Apoptotic Process,GO:BP,0.752,1.194,0.9593,0.5943,NS,34
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS,Regulation Of Glycolytic Process,GO:BP,0.629,-1.316,0.9804,0.4861,NS,15
GOBP_REGULATION_OF_MUSCLE_HYPERTROPHY,Regulation Of Muscle Hypertrophy,GO:BP,1.145,0.8,0.5594,0.8987,NS,14
GOBP_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MITOCHONDRION,Regulation Of Establishment Of Protein Loc...,GO:BP,1.331,-0.614,0.3799,0.98740000000000006,NS,16
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION,Regulation Of Mitochondrion Organization,GO:BP,-1.093,0.852,0.5952,0.888,NS,34
GOBP_REGULATION_OF_CARBOHYDRATE_BIOSYNTHETIC_PROCESS,Regulation Of Carbohydrate Biosynthetic Pr...,GO:BP,0.941,1.003,0.7689,0.7731,NS,21
GOBP_RELAXATION_OF_MUSCLE,Relaxation Of Muscle,GO:BP,1.18,-0.764,0.5252,0.9309,NS,14
GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,GO:BP,0.99,-0.954,0.7282,0.8318,NS,70
GOBP_REGULATION_OF_MUSCLE_SYSTEM_PROCESS,Regulation Of Muscle System Process,GO:BP,1.04,-0.903,0.6656,0.8831,NS,65
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT,Regulation Of Nucleocytoplasmic Transport,GO:BP,0.903,1.04,0.8235,0.7477,NS,24
GOBP_ALPHA_BETA_T_CELL_ACTIVATION,Alpha Beta T Cell Activation,GO:BP,1.002,-0.94,0.7169,0.8188,NS,16
GOBP_ALDEHYDE_METABOLIC_PROCESS,Aldehyde Metabolic Process,GO:BP,0.893,1.047,0.8349,0.7421,NS,28
GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS,Monocarboxylic Acid Biosynthetic Process,GO:BP,-1.313,-0.627,0.3346,0.9955,NS,43
GOBP_REGULATION_OF_CELL_KILLING,Regulation Of Cell Killing,GO:BP,-0.801,1.139,0.896,0.6825,NS,13
GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH,Regulation Of Developmental Growth,GO:BP,0.931,1.009,0.7876,0.7651,NS,37
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,Multivesicular Body Organization,GO:BP,-1.234,-0.705,0.4818,0.9548,NS,10
GOBP_NEURAL_NUCLEUS_DEVELOPMENT,Neural Nucleus Development,GO:BP,0.989,-0.949,0.7282,0.818,NS,22
GOBP_REGULATION_OF_SODIUM_ION_TRANSPORT,Regulation Of Sodium Ion Transport,GO:BP,1.021,-0.917,0.6881,0.8429,NS,17
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT,Substantia Nigra Development,GO:BP,0.989,-0.949,0.7282,0.818,NS,22
GOBP_POSITIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,Positive Regulation Of Alpha Beta T Cell A...,GO:BP,-1.037,0.898,0.6793,0.8572,NS,10
