pathway,pathway_label,database,NES_Training_HR,NES_Training_LR,padj_Training_HR,padj_Training_LR,significance,set_size
GOBP_REGULATION_OF_GLYCOLYTIC_PROCESS,Regulation Of Glycolytic Process,GO:BP,-0.699,-0.669,0.9983,0.9994,NS,15
GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS,Homeostasis Of Number Of Cells,GO:BP,-0.535,0.825,0.9983,0.9911,NS,43
GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,Positive Regulation Of Reactive Oxygen Spe...,GO:BP,-0.925,0.433,0.8897,0.9994,NS,17
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Proteolysis Involve...,GO:BP,0.686,-0.669,0.9983,0.9994,NS,20
GOBP_PROSTANOID_METABOLIC_PROCESS,Prostanoid Metabolic Process,GO:BP,0.983,0.372,0.8461,0.9994,NS,17
GOBP_PROTEIN_METHYLATION,Protein Methylation,GO:BP,-0.854,0.501,0.9541,0.9994,NS,15
GOBP_SEX_DIFFERENTIATION,Sex Differentiation,GO:BP,0.633,-0.722,0.9983,0.9994,NS,20
GOBP_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Regulation Of Response To Endoplasmic Reti...,GO:BP,0.624,0.707,0.9983,0.9994,NS,23
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,Negative Regulation Of Response To Endopla...,GO:BP,-0.494,0.835,0.9983,0.9731,NS,16
GOBP_POSITIVE_REGULATION_OF_VASCULATURE_DEVELOPMENT,Positive Regulation Of Vasculature Develop...,GO:BP,0.596,0.732,0.9983,0.9994,NS,20
GOBP_CARBOHYDRATE_CATABOLIC_PROCESS,Carbohydrate Catabolic Process,GO:BP,0.662,-0.662,0.9983,0.9994,NS,57
GOBP_T_CELL_PROLIFERATION,T Cell Proliferation,GO:BP,0.515,-0.809,0.9983,0.9856,NS,19
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE,Regulation Of Telomere Maintenance,GO:BP,0.666,0.655,0.9983,0.9994,NS,24
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,Myeloid Leukocyte Activation,GO:BP,-0.328,0.987,1,0.9228,NS,18
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_POTENTIAL,Regulation Of Mitochondrial Membrane Poten...,GO:BP,-0.627,0.681,0.9983,0.9994,NS,22
GOBP_POSITIVE_REGULATION_OF_CELL_ACTIVATION,Positive Regulation Of Cell Activation,GO:BP,-0.658,0.647,0.9983,0.9994,NS,34
GOBP_REGULATION_OF_HYDROLASE_ACTIVITY,Regulation Of Hydrolase Activity,GO:BP,-0.598,0.704,0.9983,0.9994,NS,31
GOBP_NEGATIVE_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Ubiquitin Dependent...,GO:BP,0.767,0.534,0.9983,0.9994,NS,17
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION,Positive Regulation Of Chromosome Organiza...,GO:BP,0.647,-0.642,0.9983,0.9994,NS,20
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,Negative Regulation Of Cell Activation,GO:BP,0.711,-0.577,0.9983,0.9994,NS,16
GOBP_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION,Epigenetic Regulation Of Gene Expression,GO:BP,-0.535,0.751,0.9983,0.9994,NS,16
GOBP_MONONUCLEAR_CELL_MIGRATION,Mononuclear Cell Migration,GO:BP,0.659,0.626,0.9983,0.9994,NS,23
GOBP_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY,Steroid Hormone Receptor Signaling Pathway,GO:BP,0.832,0.452,0.961,0.9994,NS,18
GOBP_LEUKOCYTE_CHEMOTAXIS,Leukocyte Chemotaxis,GO:BP,-0.552,0.703,0.9983,0.9994,NS,24
GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION,Regulation Of Chromosome Organization,GO:BP,-0.547,-0.706,0.9983,0.9994,NS,32
GOBP_REGULATION_OF_NEURON_APOPTOTIC_PROCESS,Regulation Of Neuron Apoptotic Process,GO:BP,-0.602,-0.624,0.9983,0.9994,NS,26
GOBP_GLUCOSE_CATABOLIC_PROCESS,Glucose Catabolic Process,GO:BP,0.476,-0.726,0.9983,0.9994,NS,17
GOBP_NEGATIVE_REGULATION_OF_PROTEASOMAL_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Proteasomal Protein...,GO:BP,0.483,-0.719,0.9983,0.9994,NS,16
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CATABOLIC_PROCESS,Negative Regulation Of Protein Catabolic P...,GO:BP,-0.415,0.714,1,0.9994,NS,24
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,Transforming Growth Factor Beta Receptor S...,GO:BP,0.529,0.566,0.9983,0.9994,NS,27
GOBP_TELOMERE_ORGANIZATION,Telomere Organization,GO:BP,0.561,0.513,0.9983,0.9994,NS,31
GOBP_NEGATIVE_REGULATION_OF_PROTEOLYSIS,Negative Regulation Of Proteolysis,GO:BP,0.524,-0.542,0.9983,0.9994,NS,27
GOBP_REGULATION_OF_CHEMOTAXIS,Regulation Of Chemotaxis,GO:BP,-0.56,0.417,0.9983,0.9994,NS,17
HALLMARK_OXIDATIVE_PHOSPHORYLATION,OXPHOS,Hallmark,2.988,1.935,1.2080000000000002e-20,1.954e-5,Sig Both,152
GOBP_CELLULAR_RESPIRATION,Cellular Respiration,GO:BP,2.641,1.833,2.138e-11,0.007458,Sig Both,140
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,Energy Derivation By Oxidation Of Organic ...,GO:BP,2.518,1.835,2.138e-11,0.006445,Sig Both,174
GOBP_AEROBIC_RESPIRATION,Aerobic Respiration,GO:BP,2.574,1.76,1.758e-10,0.02678,Sig Both,127
GOBP_TRICARBOXYLIC_ACID_CYCLE,Tricarboxylic Acid Cycle,GO:BP,2.223,2.089,0.00205,0.03927,Sig Both,25
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT,Proton Transmembrane Transport,GO:BP,2.67,1.464,1.345e-9,0.3147,Sig HR only,86
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,Generation Of Precursor Metabolites And En...,GO:BP,2.351,1.542,1.758e-10,0.1134,Sig HR only,222
GOBP_OXIDATIVE_PHOSPHORYLATION,OXPHOS,GO:BP,2.401,1.385,4.911e-7,0.3281,Sig HR only,101
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Inner Mitochondrial Membrane Organization,GO:BP,1.912,1.81,0.02788,0.1271,Sig HR only,26
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS,Proton Motive Force Driven ATP Synthesis,GO:BP,2.545,1.169,5.188e-7,0.7545,Sig HR only,59
GOBP_MITOCHONDRIAL_TRANSPORT,Mitochondrial Transport,GO:BP,2.246,1.401,9.69e-5,0.3906,Sig HR only,62
GOBP_ELECTRON_TRANSPORT_CHAIN,Electron Transport Chain,GO:BP,2.388,1.219,1.288e-6,0.6784,Sig HR only,80
GOBP_ATP_SYNTHESIS_COUPLED_ELECTRON_TRANSPORT,ATP Synthesis Coupled Electron Transport,GO:BP,2.388,1.165,2.115e-6,0.7525,Sig HR only,73
GOBP_MITOCHONDRION_ORGANIZATION,Mitochondrion Organization,GO:BP,2.116,1.295,3.348e-6,0.4263,Sig HR only,146
GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT,Mitochondrial Transmembrane Transport,GO:BP,2.163,1.234,0.001587,0.6972,Sig HR only,40
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,Mitochondrial Membrane Organization,GO:BP,2.103,1.279,0.002068,0.6204,Sig HR only,47
GOBP_MUSCLE_CONTRACTION,Muscle Contraction,GO:BP,-2.006,-1.223,2.622e-4,0.6175,Sig HR only,112
GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY,Mitochondrial Respiratory Chain Complex As...,GO:BP,2.114,1.107,0.001813,0.8431,Sig HR only,47
GOBP_ATP_BIOSYNTHETIC_PROCESS,ATP Biosynthetic Process,GO:BP,2.216,0.958,9.69e-5,0.9514,Sig HR only,69
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Triphosphate Biosynthetic Process,GO:BP,2.145,1.028,1.791e-4,0.879,Sig HR only,76
GOBP_MUSCLE_SYSTEM_PROCESS,Muscle System Process,GO:BP,-1.99,-1.166,1.731e-4,0.6875,Sig HR only,131
HALLMARK_FATTY_ACID_METABOLISM,Fatty Acid Metabolism,Hallmark,1.842,1.291,0.003547,0.3937,Sig HR only,88
GOBP_STRIATED_MUSCLE_CONTRACTION,Striated Muscle Contraction,GO:BP,-1.852,-1.263,0.009813,0.588,Sig HR only,70
GOBP_MYOFIBRIL_ASSEMBLY,Myofibril Assembly,GO:BP,-2.235,-0.843,3.421e-4,0.9867,Sig HR only,40
GOBP_MUSCLE_CELL_DEVELOPMENT,Muscle Cell Development,GO:BP,-2.029,-1.024,8.405e-4,0.879,Sig HR only,72
GOBP_SKELETAL_MUSCLE_CONTRACTION,Skeletal Muscle Contraction,GO:BP,-2.055,-0.97,0.009813,0.9442,Sig HR only,26
GOBP_CELLULAR_COMPONENT_ASSEMBLY_INVOLVED_IN_MORPHOGENESIS,Cellular Component Assembly Involved In Mo...,GO:BP,-2.125,-0.843,0.001698,0.9904,Sig HR only,46
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,Purine Containing Compound Biosynthetic Pr...,GO:BP,1.989,0.977,5.08e-4,0.9477,Sig HR only,120
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS,Organic Acid Catabolic Process,GO:BP,1.881,1.027,0.007587,0.879,Sig HR only,90
GOBP_SARCOMERE_ORGANIZATION,Sarcomere Organization,GO:BP,-2.107,-0.784,0.003066,0.9994,Sig HR only,29
GOBP_MUSCLE_ORGAN_DEVELOPMENT,Muscle Organ Development,GO:BP,-1.976,-0.894,0.001698,0.9752,Sig HR only,87
GOBP_PURINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,Purine Nucleotide Biosynthetic Process,GO:BP,1.997,0.855,9.393e-4,0.9911,Sig HR only,93
GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT,Multicellular Organismal Movement,GO:BP,-2.006,-0.794,0.01212,0.9938,Sig HR only,28
GOBP_AMINO_ACID_CATABOLIC_PROCESS,Amino Acid Catabolic Process,GO:BP,1.915,0.878,0.01455,0.9731,Sig HR only,43
GOBP_AMINO_ACID_METABOLIC_PROCESS,Amino Acid Metabolic Process,GO:BP,1.695,1.098,0.03754,0.8166,Sig HR only,97
GOBP_NUCLEOSIDE_PHOSPHATE_BIOSYNTHETIC_PROCESS,Nucleoside Phosphate Biosynthetic Process,GO:BP,1.82,0.965,0.0026,0.9514,Sig HR only,132
GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE,Mitochondrial Electron Transport NADH To U...,GO:BP,2.113,-0.638,0.001698,0.9994,Sig HR only,42
GOBP_SKELETAL_MUSCLE_ORGAN_DEVELOPMENT,Skeletal Muscle Organ Development,GO:BP,-1.889,-0.796,0.0181,0.9994,Sig HR only,48
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS,Nucleotide Biosynthetic Process,GO:BP,1.848,0.795,0.005778,0.9994,Sig HR only,100
GOBP_CELL_CYCLE_G1_S_PHASE_TRANSITION,Cell Cycle G1 S Phase Transition,GO:BP,-1.857,-0.77,0.04522,0.9994,Sig HR only,27
GOBP_MUSCLE_CELL_DIFFERENTIATION,Muscle Cell Differentiation,GO:BP,-1.76,-0.812,0.02721,0.9994,Sig HR only,98
GOBP_RIBOSE_PHOSPHATE_BIOSYNTHETIC_PROCESS,Ribose Phosphate Biosynthetic Process,GO:BP,1.864,0.705,0.005778,0.9994,Sig HR only,92
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS,Small Molecule Catabolic Process,GO:BP,1.581,0.95,0.03369,0.9541,Sig HR only,128
GOBP_MUSCLE_TISSUE_DEVELOPMENT,Muscle Tissue Development,GO:BP,-1.687,-0.832,0.02788,0.9994,Sig HR only,84
GOBP_STRIATED_MUSCLE_CELL_DIFFERENTIATION,Striated Muscle Cell Differentiation,GO:BP,-1.77,-0.746,0.01847,0.9994,Sig HR only,80
HALLMARK_MYOGENESIS,Myogenesis,Hallmark,-1.63,-0.847,0.02796,0.9752,Sig HR only,99
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION,Actomyosin Structure Organization,GO:BP,-1.787,0.67,0.02384,0.9994,Sig HR only,66
HALLMARK_G2M_CHECKPOINT,G2M Checkpoint,Hallmark,-1.764,-0.656,0.03851,0.9928,Sig HR only,24
GOBP_MEMBRANELESS_ORGANELLE_ASSEMBLY,Membraneless Organelle Assembly,GO:BP,-1.653,-0.694,0.03414,0.9994,Sig HR only,106
HALLMARK_HEME_METABOLISM,Heme Metabolism,Hallmark,-0.811,-1.819,0.867,0.02783,Sig LR only,52
